卑微的小醜	5	2017-09-07 22:45:47	界面挺清新的。功能也简单。试起来很方便 这款软件可以说是投资理财中的理财神器了，我用了好长时间了，首先信誉是没问题的，安全也有保障，关键是收益还高，平安口袋银行挺不错的！
懒人°mm	5	2017-08-17 17:02:37	用过不错多类似，相比之下我感觉这个还是不错得，值得信赖与拥有！ 用过多家银行的app，就属平安口袋银行的最好用！功能强大，很多业务就在手机上都可以办理，方便、快捷！而且设计新颖，也非常人性化，值得你体
帅到惊动党	5	2017-06-22 18:02:23	真的很不错。适用。实用。给力！给力！ 自从用上平安口袋银行，感觉到这是所有银行中最好用的一款手机银行，设计使用，页面好找，尤其是还能网上排队和查找网点，省去了不少等待时间。真是太棒了！强烈向亲朋好友推
ミ顺七zī然 	5	2017-07-28 11:13:39	很好本该满分。但是有些功能不需要太花哨的样子！纯个人意见 现在的网络理财产品太多了，我个人觉得平安口袋银行还是不错的，虽然每次投资的不多，但还算稳定，只要收益稳定，且本金安全就会一直买下去了！
多少人败在一个等字	5	2017-06-22 18:20:15	看看背后开发得团队绝对付出了很大得血本和努力啊呢。希望这个会越来越不错。我会一如既往得支持你们得！ 界面非常人性化，字体清晰，功能齐全，能够完成大部分柜台和网银的业务。已经很完美啦。
PUXIAOMIN	5	2017-11-18 18:46:38	推荐个可以领取免息券！借钱超级快，通过率超级高的优秀借贷产品：【百贷宝】app给大家！用过的都说好，1千到5万额度，只要有芝麻分就能过！而且利息超级低！用了那么多！
清泪	5	2017-11-18 12:44:51	推荐给大家！不够钱用，就用&ldquo;优贷宝&rdquo;app，是我用过最好的借款平台！半小时就能到账，1千~5万额度，而且利息超低！ 
匡春锦	5	2017-11-18 03:39:14	很好！给力顶一个！推荐个借钱超级快，通过率超级高的&quot;百贷宝&quot;app给大家！用过的都说好，1千到5万额度，只要有芝麻分就能过！而且利息超级低！借到记得回来点赞！
微笑一天，多活一天	5	2017-11-17 21:45:57	
热泪都为你	5	2017-11-17 19:18:46	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
乐斌开	5	2017-11-17 18:44:21	介绍个非常靠谱的平台给大家，下优好【百贷宝】app或就可以借钱，应急的朋友可以试试，免费领免息券，资料审核而且利息也不高，差不多10分钟就能到账，我很多朋友都在用这个。希望可以帮到大家
风一样的大熊	5	2017-11-17 18:17:11	
眼泪流不停	5	2017-11-17 07:54:05	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
空城只因旧梦在	5	2017-11-16 17:53:58	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
我姓空山	5	2017-11-16 16:47:25	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
豌豆尖	5	2017-11-16 16:44:04	推荐一个送免息券且通过率很高的优秀借款平台：直接下【百贷宝】app，有芝麻分就能申请，我已经借过好几次了，利息不高还有减息券，借3000块半小时不到就下款了。发现改善的越来越好了
 你呀HJ	2	2017-11-16 16:17:47	我就想知道不经过我的同意银行就那我的手机私自下了这个软件真的好吗？
青春、狠伤悲	5	2017-11-16 15:57:11	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
爱情，总是那么蹉跎么	5	2017-11-16 14:19:26	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
久瘾则伤	5	2017-11-16 14:09:19	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
为伊泪落	5	2017-11-15 23:57:42	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
我不是垃圾不用你丢	5	2017-11-15 22:37:55	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
旅行中的	5	2017-11-15 22:02:58	芝麻分600以上，极速下款1000到20000。花呗套现秒到！无任何前期费用，信誉第一。Y18049510959
捂眼藏泪	5	2017-11-15 17:51:19	很好，大家放心下载！用过那么多借贷app，最后还是推荐用【优贷宝】app，半小时放款，有芝麻分就行，超级简单方便，利息还低！用过你会回来点赞的！
梦都成空，又何来爱？	5	2017-11-15 16:14:43	很棒很好用！推荐个借钱超级快，通过率超级高的=优贷宝=app给大家！用过&ldquo;优贷宝&rdquo;的都说好，1千到5万额度，只要有芝麻分就能过！而且利息超级低！借到记得回来点赞！
酒館无良伴	5	2017-11-15 13:14:18	非常好，我觉得不错，最近需要急用钱，没办法只能找&ldquo;火贷款&rdquo;app申请了，二十分钟就到账，真的很快，朋友推荐个人觉得很好！百分百通过，一点要求也没有，感谢！
情话好听却伤心	5	2017-11-15 09:35:09	很好，大家放心下载！用过那么多借贷app，最后还是推荐用【优贷宝】app，半小时放款，有芝麻分就行，超级简单方便，利息还低！用过你会回来点赞的！
清盏映泣颜	5	2017-11-15 09:21:48	很赞，非常好的解决帮助了我的问题。介绍一款通过率非常高，审核超快，利息超低的借贷平台&ldquo;优贷宝&rdquo;app给大家！我随便借了3000，半小时就到账了！1千~5万额度！优贷宝上市公司背景，安全靠谱！
泪溅花上	5	2017-11-15 09:11:28	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
伤感是爱的遗产	5	2017-11-15 06:31:04	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
涙笑	5	2017-11-15 05:41:37	一直觉得很好用的应用，用&ldquo;优贷宝&rdquo;app真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&ldquo;优贷宝&rdquo;，额度高，放款快，我是个黑户都轻轻松松借了六千块，你用过也会回来感谢我！
你好	5	2017-11-15 02:22:32	一直觉得很好用的应用，微信&quot;提点钱包&quot;公众号真的借到钱了！资料简单，而且放款速度超快！这次帮了我大忙，借钱就找&quot;提点钱包&quot;，额度高，放款快，轻轻松松借了六千块，你用过也会回来感谢我！
哭乱冢	5	2017-11-14 21:06:21	 很好！大家放心下载！不够钱用，就用&ldquo;优贷宝&rdquo;app，是我用过最好的借款平台！半小时就能到账，1千~5万额度，而且利息超低！
马义俊	5	2017-11-14 18:56:49	
呜咽少女	5	2017-11-14 18:35:21	非常好，我觉得不错，最近需要急用钱，没办法只能找&ldquo;优贷宝&rdquo;app申请了，二十分钟就到张了，真的很快，朋友推荐个人觉得很好！百分百通过，一点要求也没有，感谢！
空城只因旧梦在	5	2017-11-14 09:35:39	这个app很好用，我很喜欢，同时推荐个借钱的app&ldquo;优贷宝&rdquo;借钱真的好简单，资料审核不到十分钟就给我过了，半小时就给我放钱，推荐给朋友们用。
OMG凛	5	2017-11-14 00:38:42	给大家一个同城约泡网：nnn77. cn 很容易就可以约到一个同城少妇 成功的记得回来点一个赞
掩面说心倳	5	2017-11-13 18:04:11	很赞，非常好的解决帮助了我的问题。介绍一款通过率非常高，审核超快，利息超低的借贷平台&ldquo;优贷宝&rdquo;app给大家！我随便借了3000，半小时就到账了！1千~5万额度！优贷宝上市公司背景，安全靠谱！
1461532688	5	2017-11-13 18:03:01	 这个app很好用，我很喜欢，同时推荐个借钱的app&ldquo;优贷宝&rdquo;借钱真的好简单，资料审核不到十分钟就给我过了，半小时就给我放钱，推荐给朋友们用。
和田玉菇凉	5	2017-11-13 17:07:47	推荐个可以领取免息券！借钱超级快，通过率超级高的优秀借贷产品：【百贷宝】app给大家！用过的都说好，1千到5万额度，只要有芝麻分就能过！而且利息超级低！非常的方便！棒棒哒！
易淑敏	5	2017-11-13 16:55:33		 小额贷款不求人 无抵押免担保低利息  包审核通过 【工商实名认证】💎凭身份证轻松贷2000&mdash;5万 全天极速审批 极速放款 信誉保证 真诚期待与您的合作!  点攒提额 威信 yd678543
兴庆丫頭の紧润Ｂ	5	2017-11-13 15:21:06	推荐给大家！不够钱用，就用&ldquo;优贷宝&rdquo;app，是我用过最好的借款平台！半小时就能到账，1千~5万额度，而且利息超低！ 
 	5	2017-11-13 14:10:17	双击取消爱心，解决身👉体需求，初👉寿各👉鈡👉最新👉不👉穿衣👉服👉高👉清👉資👉源👉直👉播👉軟👉件👉种👉类👉全，高清，高清，女👉尤专辑十👍威心👉yunpp55
陌	5	2017-11-13 09:09:48	非常感谢这个平台，刚发现个约&middot;炮&middot;网:&lsquo;cc61 . cc&rsquo;，可以约同城附近的少妇，给我点赞的都能约到！
哭诉寂寞	5	2017-11-12 19:54:04	 很好！大家放心下载！不够钱用，就用&ldquo;优贷宝&rdquo;app，是我用过最好的借款平台！半小时就能到账，1千~5万额度，而且利息超低！
中山大学酒吧女	5	2017-11-12 18:18:24	 这个app很好用，我很喜欢，同时推荐个借钱的app&ldquo;优贷宝&rdquo;借钱真的好简单，资料审核不到十分钟就给我过了，半小时就给我放钱，推荐给朋友们用。
点点	5	2017-11-12 15:58:05	软件非常好！我炒股十年，总结必须跟对人，我只服一个大神他威信hr2643看大盘厉害，一个是做短线高手，盘前分享涨停票，免费跟买，高抛低吸一目了然。还会给牜股，每天赚20000多。要回来赞我哦
肇庆思春的女孩	5	2017-11-12 03:11:35	操作很方便，挺喜欢这点的，给个好评！借款无忧，借款不愁，就用【优贷宝】app，紧急缺钱直接申请，1千到3万额度，半小时就能到账，而且利息超低！是我用过最好的平台了！
洗白白2	5	2017-11-11 23:53:34	非常好，我觉得不错，最近需要急用钱，没办法只能找&ldquo;优贷宝&rdquo;app申请了，二十分钟就到张了，真的很快，朋友推荐个人觉得很好！百分百通过，一点要求也没有，感谢！
余生终未归	5	2017-11-11 09:11:14	亲测&ldquo;优贷宝&rdquo;有用不够钱用，就用【优贷宝】app，是我用过最好的借款平台！半小时就能到账，1千~5万额度，而且利息超低！
掩面说心倳	5	2017-11-11 08:59:57	亲测&ldquo;优贷宝&rdquo;有用不够钱用，就用【优贷宝】app，是我用过最好的借款平台！半小时就能到账，1千~5万额度，而且利息超低！
舊城里哭花了脸	5	2017-11-11 07:31:27	 这个app很好用，我很喜欢，同时推荐个借钱的app&ldquo;优贷宝&rdquo;借钱真的好简单，资料审核不到十分钟就给我过了，半小时就给我放钱，推荐给朋友们用。
3022797051	5	2017-11-11 07:02:01	这个app很好用，我很喜欢，同时推荐个借钱的app&ldquo;优贷宝&rdquo;借钱真的好简单，资料审核不到十分钟就给我过了，半小时就给我放钱，推荐给朋友们用。
红颜醉丶独自垂泪	5	2017-11-11 06:06:39	 很好！大家放心下载！不够钱用，就用&ldquo;优贷宝&rdquo;app，是我用过最好的借款平台！半小时就能到账，1千~5万额度，而且利息超低！
凉城已·无爱	5	2017-11-10 09:40:15	非常好，我觉得不错，最近需要急用钱，没办法只能找&ldquo;优贷宝&rdquo;app申请了，二十分钟就到张了，真的很快，朋友推荐个人觉得很好！百分百通过，一点要求也没有，感谢！
小生怕怕ℋ	5	2017-11-10 04:54:55	
瀚银科技	5	2017-11-10 00:04:57	公司免费直开银闪付6星运营，威信huangxiaoran5201314
gorgeous	1	2017-11-09 19:45:28	辣鸡
有你很幸福	5	2017-11-08 11:01:48	真的很好，支持平安，信用卡储蓄卡共用，在不不用象别的银行要下载两个软件，真的给力
桃子	5	2017-11-08 06:37:49	
大石桥市松下裤袋子コ我身	5	2017-11-07 07:50:33	 这个app很好用，我很喜欢，同时推荐个借钱的app&ldquo;优贷宝&rdquo;借钱真的好简单，资料审核不到十分钟就给我过了，半小时就给我放钱，推荐给朋友们用。
齐齐	4	2017-11-06 15:39:57	我只想知道为啥每次只有重新下载的那一次才能安全打开？退出软件再进来就一直一直转圈圈
Rain man数牙签	5	2017-11-06 09:19:11	很好，设计不错，就是弹出的广告太多了一点，希望改善
╭，微笑り″	5	2017-11-05 18:56:22	在各大银行你是最好的
迷失的猫	1	2017-11-05 13:02:53	棒你麻痹，卡的要死这个软件
☘️飞过☘️	1	2017-11-04 10:07:15	垃圾中的战斗机。
心伤	5	2017-11-04 04:02:24	真的很好，很方便
👏 🍃 ☞勾手承诺☜ 💅	1	2017-10-31 20:28:40	真心差，查个账单一直出不来，还绑不了微信，什么垃圾软件，极品
阿郎	1	2017-10-30 20:54:36	太卡，御了再装，还是卡，太垃圾了
💝心潼😘😘	5	2017-10-29 10:36:45	平安银行非常给力，强烈推荐
唐锟	1	2017-10-28 23:45:24	太卡了！经常卡顿！垃圾得要死！查个账单要半天！哪有心情逛商场！
茳湖	5	2017-10-28 17:31:46	
深圳市永晖抛光材料行	2	2017-10-26 23:57:09	APP更新不成功！
~金涛~惊涛骇浪	5	2017-10-24 17:10:49	
无妨	3	2017-10-22 23:52:31	办个信用卡，一个星期了，一直在制卡中，太慢了
💋    叶先森丶	1	2017-10-21 21:42:11	辣鸡平安，早点倒闭吧孙子银行
移路狂奔	5	2017-10-20 08:40:31	做得好
喂！喂！喂！	5	2017-10-17 14:02:05	
謨、離	5	2017-10-13 01:36:11	
kong	1	2017-10-12 14:36:11	软件太卡了
 经典男人	1	2017-10-11 11:03:05	太垃圾  卡的要死   怎么用啊 点完了半天出不来
鱼哭了水《谁》知道	1	2017-10-10 16:45:35	很卡很慢很慢，很讨厌，还不如不合并，想骂人
Wang Qihui	5	2017-10-08 10:09:57	
GUOLIANG	5	2017-10-08 05:05:19	值得信任
园区招商	5	2017-09-29 23:26:43	
换个名字好了	1	2017-09-29 13:57:37	一直加载中，进不去
医道高手	5	2017-09-29 13:29:37	
雷雨♥↑↑	1	2017-09-28 16:07:21	太卡了.反应超级慢。
